sentence,sentiment
mi13 đẹp hơn,positive
cái quan_trọng là xiaomi chậm thông_báo,negative
điểm yếu chết người mà review không nói là dở rồi thumbs down,negative
không phải s23 giữ giá hơn mà vốn_dĩ xiaomi 13 là giá ảo,negative
thị_trường tq có 12 13 củ mà về vn nó đẩy lên 19 20 củ,
lý_do đơn_giản là do mi13 có xách tay giá rẻ_bèo ngta đổ_xô mua xách tay tiết_kiệm cả 4 5 triệu bạc chứ bao năm ta xài s từ s8 đến s23 tui qua con xiaomi 13 thấy tiện hơn hẳn,
nội cái sạc pin cũng đã phê hơn nhiều rồi,negative
cái quyết_định giá là trải_nghiệm phần_mềm với thương_hiệu thì không nhắc,negative
samsung được cập_nhật lâu hơn phần_mềm đủ chức_năng như mà vẫn không lỗi,negative
người thường mua về là xài luôn chả mấy_ai rảnh đi tìm_hiểu rom rủng cả,positive
thương_hiệu thì hơn hẳn thì xiaomi bán ế hơn tụt giá là đương_nhiên,negative
s23 256 bảo_hành 4/2024 chưa đầy 13 tr,negative
OK hand,positive
ở hệ_thống khác thì em không bt nhưng chỗ e là 20 tr cho mi 13,
ai bh mua con s23 này 19 tr với con mi13 17 tr đúng nếm tiềnface with tears of joy,
có dìm kg chứ nghe nói pin s23 hẻo lắm mà,negative
xiaomi13,negative
2 con ế như nhau,
camera hơi tối là do phong_cách chụp của leica mà bạn nên nói là gu của mỗi người thích như_thế_nào,
hệ_sinh_thái xiaomi vẫn có còn giữ giá tốt hơn là do người tiêu_dùng chỉ biết samsung nhìu hơn,positive
mình mua được s23 256 gb bản màu xanh chính hãng có 14 tr thôi nên vẫn thấy đây là sự lựa_chọn đúng_đắn,
máy gọn vừa tay pin_ổn cho một ngày dùng mượt_mà mát_mẻ và camera vừa mắt,positive
tui chọn củ sâm,
quá ưng mi 13,positive
với tôi thì quất s23 face with tears of_joyface with tears of joy,
xiaomi 13 xách tay mua về up_rom đã rẻ hơn1 khoản bao_nhiêu r phần thiết_kế tùy mỗi người nhưng mình thích mi 13 hơn chụp choẹt thì s23 mình thấy hơn tý hiệu_năng thì chip trên s23 bị bóp không tối_ưu bằng mi 13,
thích s23 nhưng chưa đủ tiền face with tears of_joyface with tears of_joyface with tears of joy,positive
có bên còn 13 tr,
mình đang dùng mi 13 ưng nhất là khoảng sạc pin với_lại tối_ưu_hiệu năng_cam cũng đẹp nữa kiểu biết cách chụp thì đẹp chụp xong về sửa màu nữa là tốt,positive
phút thứ 3 nói về màu đôi dép nhưng chú_thích máy che hết chân,
về tối_ưu phần_mềm thì sao ạ,
s23 đã được tối_ưu tốt hơn chưa ạ,positive
ngoại_trừ cái sạc_thua hẳn ra thì s23 ultra hơn tất,
có nhiêu đó tiền mình mua sam hoặc iphone thôi face with tears of_joyface with tears of joy,
phần_mềm xiaomi làm tệ quá có cái miui suốt ngày lỗi với giật lag,positive
dùng sam ổn_định pin trâu không trễ thông_báo nhiều mát mẻgrining face with sweatgrining face with sweatgrining face with sweat,positive
điện_thoại xiaomi chỉ cho mấy đứa chơi game thôi mà chơi game cũng chả mua con này còn lại cứ sam với iphone là vô_đối,
mi 13 party poper,positive
dùng sam yên_tâm hơn,negative
samsung hơn hẳn có ghi_âm_cuộc gọi rung ngon hơn xiaomi rung_yếu đi xe không cảm_nhận được gì mặt lưng thì ai mua con máy 16 tr về mà chả dùng ốpface with tears of joy,negative
xaomi đẹp hơn nha còn mà s màu hồng thì hơn,positive
phiên_bản 128 gb có 16 thôi,
xiaomi nhé,positive
tham_khảo giá bán của galaxy s23 tại link,
► tham_khảo giá bán của xiaomi 13 ultra tham_khảo giá bán của samsung s23 ultra opo find x6 pro sắp về hàng,negative
bạn làm video so_sánh s23 ultra với pocket 3 đi bạn xem hình_ảnh 2 con tốt_lượng thế nàothanks bạn nhìu nha,positive
mi 13 pro game_tệ y_chang,negative
con xiaomi nhìn xấu v thích con find x6 pro,negative
không biết 3 chiếc này chiếc nào tốt_âm tốt nhất,positive
nhắm_mắt chọn lụi cũng được,negative
camera camera with flash con s23u là ngon_nha nhất nha ad,
thề luôn đi ra tiệm coi 3 con này s23 thất_vọng kinh_khủng_dân photo cầm con opo lên là bỏ con s23 xuống liền nhất_quyết mua opo chụp xong chỉnh_sửa đem rửa ảnh lớn là chuẩn chỉ thằng aple xài nóng lên tự tối màn_hình không thấy đường sửa_hình luôn,negative
dẹp,negative
opo là tốt nhất,positive
13 ultra gần như best cam_r còn gì mà không vô dịch,negative
zom useles 10 x để s vô_địch,negative
muốn biết cái ad quay video này à,
điều đầu_tiên mỗi lần mua điện_thoại samsung về xóa gos smiling face with horns,
xem rất nhiều kênh review nhưng vật_vờ vẫn là huyền_thoại review đt rồi,positive
xem kênh từ năm 2016,
s23 đẹp nhất,positive
thua hết p60 pro và mate 50 pro,negative
sau khi phân_vân 3 con máy này thì mình đã chọn 14 pro256 mượt cam_đẹp chip mạnh sang,positive
đợi sam_sung trang_bị cảm_biến 1 in đã,negative
s23 vẫn là chân_ái,positive
nhờ bạn mà người ta mới biết là xtmobile ở việt_nam với_lại xtimobile ngoài hà_nội là bị lừa_đảo,negative
sao bảo samsung chụp rực mà trong mấy ảnh đều thấy nhạt hơn 2 con kia nhỉ,
hiệu_năng opo ăn_đứt nhỉ_pin cũng tiến_bộ vượt_bậc,
chỉ tiếc không bán chính hãng,
mua nội_địa cái khoản thông_báo khổ_vl không biết mấy máy mới có đỡ không,negative
con nào củn vip pro droling face,positive
con s23u mình chụp thấy gai_gai sao á,positive
opo balances everything red heart,negative
đúng nhận sai không có đâu khỏi cần ngồi cãi face with tears of_joy coloros is beter smother_and simpler,
có_vẻ năm nay con opo ngon nhất,positive
xiaomi năm nay không ấn_tượng bằng con 12 sultra,negative
bỏ đống tiền để mua đồ tàu à,negative
s mãi đỉnh nhé,positive
con opo find x6 pro năm nay không bán quốc_tế thì có rom quốc_tế không bác rương,
đang phân_vân find x6 pro với s23 ultra quá,positive
thua 14 max hết,negative
mình chọn xiaomi 13 ultra,negative
opo với s ngon hơn mì xào nhìu,positive
s tuyệt nhưng không có sạc nhanh hơn tiếc,positive
sao mình thấy xiaomi 13 pro nó đẹp hơn ultra nhỉ,positive
mấy con này ngta mua về không phải chs gam đâu,
lương 5 trẹo nhưng lúc_nào mình cũng xem flagshipface with tears of joy,
thủ_âm s_bá nhất,positive
1280 nha,positive
sao opo với xiaomi làm cam_zom nhỉ thinking face,negative
ốp pồ thôi,negative
nói_chung camera chẳng bao_giờ mình tin_tưởng xiaomi,negative
mình samfan và đabg dùng s23_u là trời,positive
nhưng thiệt_sự mình ghét cái ai năm nay vl,negative
tắt everything rồi vẫn có sự can_thiệp ai,negative
hình ra nhiều khi nhìn giả_trân vl crying face,
gặp s23 không có bút thì có_thể đặc_cục pin 60 mah rồi face with tears of_joyface with tears of_joyface with tears of joy,negative
s23 mãi đỉnh,positive
màu_sắc quay video xiaomi chán quá không thật,negative
samsung nhìn thật với đẹp hơn,positive
chọn s23 untra vì hai thằng kia cụm cam_to và xấu_s nhìn giản_dị đơn_sơ gọn_gàng đẹp,positive
opo đẩy màu lên rực quá trông chán,negative
đang phân_vân mua máy phụ dùng chung với iphone qua video có_lẽ s23 ultra là cân_bằng và camera_zom cũng ngon nhất grining face,positive
thua hết màn nokia clearback,negative
bỏ thêm con p60 pro nữa smiling face with smiling eyes,negative
ai đang dùng điện_thoại nàothì sẽ nói điện_thoại đó tốtvì ít người sử_dụng s nhiều máy,positive
tổng_thế với ta x6 pro là best android luôn,
ngon cả,positive
nhưng tôi chọn samsung s23 ultra ngon nhất,positive
quá buồn cứ nghĩ mi13pro làm quad tốt r ultra sẽ ngon hơn nhưng_mà thế_này không ăn_thua rồi,positive
14 prm tất_cả quỳ xuống,negative
ủa xt mobile bán mà cả cty không gópcmua 1 cái sau bán cug được mà anh wozy facewozy facemelting facethinking face,negative
ae dùng opo mới hiểu nó tiện hơn s rất nhiều,positive
chụp mh vuốt 3 ngón tay cuộc_gọi nhỡ hiển_thị thời_gian đổ chuông game hiếm khi tụt fps quay_phim xóa_phông có_thể tùy_chỉnh zom theo ý_muốn s mặc_định 1 x hoặc 3 x sạc nhanh kèm_sạc và hàng_tá tính_năng tiện_dụng hơn s rất nhiều ta đang dùng reno 10 x zom và s2 ultra,positive
ông thì màu hồng ông thì màu đỏ grining face with sweat,
tiếc là màn_hình s23utra không_thể hiển_thị được một tỷ màu chỉ dừng lại mức 16 triệu màu thôi,positive
tiếc cái sạc nhanh của samsung thật,positive
babj này test_cam nhưng mắt nhìn yếu_bạn nói thấy không có chuẩn ít nào,negative
opo quay hay nhỉ,
tháng 9 iphone dùng cảm_biến 1 quot dẹp_loạn 12 sứ quân,
mic con xiaomi nghe hơi vang_hơi ồn,negative
ta thấy s23 nó có_vẻ cân_bằng mọi mặt hơn,negative
ui cái ảnh đầu_tiên con opo nó đẩy cái chữ trên áo lên như cháy luôn còn nhìn_chung màu_sắc thì cảm_giác con s23 màu nó ít ảo nhất nhưng tại_sao lại bị nói là rực nhất nhỉ,negative
nghe opo có_vẻ hơi nhỉnh,negative
sao s23u pin hẻo thế,negative
mình thấy con nào cg như nhau v,positive
không dám nói con nào nhất nhưng tự_tin nhất về tốt ảnh xiaomi ngon nhất,positive
mi12su năm_ngoái là 1 minh_chứng,
may tau nc gi hehe,negative
x6 pro hài_hòa nhất rồi face with tears of joy,positive
13 ultra có bán chính hãng không nhỉ,
xiaomi lọc tiếng ồn tốt thật,positive
rương cn nhanh_trí làm rơi_cấn con 13 ultra để mua luôn rồi làm video tiếp,positive
opo quay_phim với thu_âm có_vẻ tốt nhất,positive
samsung màu real còn opo vàng khè xiaomi thì không nét bằng,negative
nếu được chọn thì vẫn chọn opo,
vì ảnh opo vẫn đẹp nhất,positive
sạc nhanh thiết_kế nổi_bật,positive
s thì zom,negative
nhưng chắc không cần_thiết vì sạc nhanh vẫn hơn,positive
s23 ultra vẫn là bố,positive
kèo này opo vẫn đỉnh nhất,positive
không ăn được s23 untra,negative
s23 ultra đẹp thấy rõ luôn,positive
nói về chụp ảnh camera sam_sung không_thể ăn được hai con máy kia sam_sung không ảo_hơi xấu,negative
nếu mình mua 1 con máy về để chụp ảnh là chính thì mình sẽ mua sony peria 5 mak3còn mua 1 con điện_thoại toàn_diện thì mình vẫn thích xiaomi hơn,
hoặc có_thể mua one plus 1,negative
còn trùm cuối pixel 8 pro cuối năm,negative
mi 13 untra làm hồng quá trông áo_ái,negative
quay video thấy trên opo mặt màu xanh lá luôn sợ xanh mặt là có thật face with tears of_joyface with tears of_joyface with tears of joy,
samsung vẫn khẳng_định về camera không cần phải ống_kính to khủng_như 2 bác tàu kia_mà vẫn ngon_chán,
màn samsung đỉnh lắm nhưng dùng lâu không biết có bị sọc như s20 không face with tears of joy,negative
không có oneplus 1 ạ crying facecrying facecrying facecrying facecrying face,negative
xiaomi chắc phải vài bản cập_nhật nữa mới có_vẻ tốt hơn,positive
hiện_tại tổng_thể thấy sam đang ổn_định nhất,positive
opo toàn_diện ghê_nhỉ,negative
giá lại rẻ nhất,negative
nhưng bút_spen thần_thánh và sự công_nhận phần_cứng từ ap bên thứ 3 là rất cần_thiết,negative
mì xào giờ miui không còn như xưa rồi,positive
lỗi nhiều và nặng_nề,negative
2 cái điện_thoại tq hi_sinh cái thiết_kế để đổi lấy cụm camera nhưng kết_quả ra lại không vượt_trội nhiều nhỉ,
backhand index pointing right đại_chiến flagship android phone roling on the flor laughingbeaming face with smiling eyesface with tears of joy,
xiaomi 13 utra nó moi ra,negative
nó tối ua chua tot,
sốc về pin trên s23u sao lại onscren thấp z_nhỉ và hình_như là v đã làm s với 4 flagship r xong cắt ra s riêng í,negative
mì xào_cấu_hình cao giá rẻ quen rồi ra giá cao quá mình không quen,negative
samsung vẫn thấy đẹp nhất hài_hòa nhấtred heartred heart,positive
mong ông xiaomi đừng quảng_cáo nổ nữa smiling face with smiling eyes,negative
opo chụp hình là đỉnh rồi,positive
tầm giá 7 đến 10 tr máy gì đồng_đều nhiều yếu_tố mn cũ mới xách tay đều được,
mì xào còn chết wifi nửa không grining face with sweatgrining face with sweat,negative
lựa_chọn lần_lượt của mình samsung opo xiaomi,positive
cả 3 con này đều thua iphone 6 về camera hếtsmiling face with smiling eyesmiling face with smiling eyes,negative
người xem đầu_tiên,
xiaomi 13 ultra năm nay không vượt_trội lắm nhỉ thấy s23 ultra tổng_thể vẫn tốt nhất,positive
s21 mua camera với ít game thì ngon không ạ,negative
► tham_khảo giá bán của xiaomi 13 ultra tham_khảo giá bán của samsung s23 ultra opo find x6 pro sắp về hàng,negative
samsung vẫn đỉnh hơn party poper,positive
s xấu nhất,negative
xiaomi thấy quay không sáng bằng 2 đt kia,negative
view đầu luôn face with tears of joy,
like đầu,positive
haha xem đầu bình_luận đầu,
► mua iphone trả trước 0 đ trả_góp 0 sale tết ant trúng chỉ vàng,
cảm_ứng rất tốt và hiện_đại như cho ốp vào rồi thì còn cảm_ứng như nào nhỉ,positive
xoay đi xoay lại chả có ý_nghĩa gì,negative
điện_thoại quá nhiều nút,negative
